"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 15:14:24 GMT 2024","Wed Jan 17 15:14:43 GMT 2024","19304","","test.TestTexIsDisplayed","","test.TestTexIsDisplayed","checkTextIsDisplayed","checkTextIsDisplayed()",""
