"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 17 15:06:30 GMT 2024","Wed Jan 17 15:06:51 GMT 2024","21009","","test.TestTexIsDisplayed","","test.TestTexIsDisplayed","checkTextIsDisplayed","checkTextIsDisplayed()",""
