"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 14:40:28 GMT 2024","Wed Jan 17 14:40:38 GMT 2024","10431","","test.TestTexIsDisplayed","","test.TestTexIsDisplayed","checkTextIsDisplayed","checkTextIsDisplayed()",""
